Time (CET),Day-ahead Total Load Forecast [MW] - Austria (AT),Actual Total Load [MW] - Austria (AT)
05.01.2018 18:15 - 05.01.2018 18:30,9418,8946
05.01.2018 18:30 - 05.01.2018 18:45,9355,8884
05.01.2018 18:45 - 05.01.2018 19:00,9258,8809
05.01.2018 19:00 - 05.01.2018 19:15,9056,8504
05.01.2018 19:15 - 05.01.2018 19:30,8923,8374
05.01.2018 19:30 - 05.01.2018 19:45,8813,8286
05.01.2018 19:45 - 05.01.2018 20:00,8671,8178
05.01.2018 20:00 - 05.01.2018 20:15,8516,7997
05.01.2018 20:15 - 05.01.2018 20:30,8368,7844
05.01.2018 20:30 - 05.01.2018 20:45,8239,7722
05.01.2018 20:45 - 05.01.2018 21:00,8089,7569
05.01.2018 21:00 - 05.01.2018 21:15,7970,7381
05.01.2018 21:15 - 05.01.2018 21:30,7820,7288
05.01.2018 21:30 - 05.01.2018 21:45,7689,7145
05.01.2018 21:45 - 05.01.2018 22:00,7596,7008
05.01.2018 22:00 - 05.01.2018 22:15,7766,7178
05.01.2018 22:15 - 05.01.2018 22:30,7728,7146
05.01.2018 22:30 - 05.01.2018 22:45,7573,6988
05.01.2018 22:45 - 05.01.2018 23:00,7449,6908
05.01.2018 23:00 - 05.01.2018 23:15,7362,6877
05.01.2018 23:15 - 05.01.2018 23:30,7199,6739
05.01.2018 23:30 - 05.01.2018 23:45,7066,6598
05.01.2018 23:45 - 06.01.2018 00:00,6954,6486
06.01.2018 00:00 - 06.01.2018 00:15,6848,6474
06.01.2018 00:15 - 06.01.2018 00:30,6721,6366
06.01.2018 00:30 - 06.01.2018 00:45,6613,6275
06.01.2018 00:45 - 06.01.2018 01:00,6518,6140
06.01.2018 01:00 - 06.01.2018 01:15,6497,6174
06.01.2018 01:15 - 06.01.2018 01:30,6399,6072
06.01.2018 01:30 - 06.01.2018 01:45,6321,5948
06.01.2018 01:45 - 06.01.2018 02:00,6252,5908
06.01.2018 02:00 - 06.01.2018 02:15,6328,5950
06.01.2018 02:15 - 06.01.2018 02:30,6261,5873
06.01.2018 02:30 - 06.01.2018 02:45,6187,5826
06.01.2018 02:45 - 06.01.2018 03:00,6142,5778
06.01.2018 03:00 - 06.01.2018 03:15,6120,5762
06.01.2018 03:15 - 06.01.2018 03:30,6069,5705
06.01.2018 03:30 - 06.01.2018 03:45,6030,5627
06.01.2018 03:45 - 06.01.2018 04:00,6009,5625
06.01.2018 04:00 - 06.01.2018 04:15,6027,5644
06.01.2018 04:15 - 06.01.2018 04:30,6034,5620
06.01.2018 04:30 - 06.01.2018 04:45,6054,5623
06.01.2018 04:45 - 06.01.2018 05:00,6077,5684
06.01.2018 05:00 - 06.01.2018 05:15,6140,5831
06.01.2018 05:15 - 06.01.2018 05:30,6188,5903
06.01.2018 05:30 - 06.01.2018 05:45,6212,5895
06.01.2018 05:45 - 06.01.2018 06:00,6240,5914
06.01.2018 06:00 - 06.01.2018 06:15,6195,5920
06.01.2018 06:15 - 06.01.2018 06:30,6274,6005
06.01.2018 06:30 - 06.01.2018 06:45,6393,6098
06.01.2018 06:45 - 06.01.2018 07:00,6495,6177
06.01.2018 07:00 - 06.01.2018 07:15,6678,6454
06.01.2018 07:15 - 06.01.2018 07:30,6767,6562
06.01.2018 07:30 - 06.01.2018 07:45,6842,6605
06.01.2018 07:45 - 06.01.2018 08:00,6926,6667
06.01.2018 08:00 - 06.01.2018 08:15,7012,6772
06.01.2018 08:15 - 06.01.2018 08:30,7100,6838
06.01.2018 08:30 - 06.01.2018 08:45,7206,6980
06.01.2018 08:45 - 06.01.2018 09:00,7295,7048
06.01.2018 09:00 - 06.01.2018 09:15,7401,7116
06.01.2018 09:15 - 06.01.2018 09:30,7473,7203
06.01.2018 09:30 - 06.01.2018 09:45,7546,7239
06.01.2018 09:45 - 06.01.2018 10:00,7600,7276
06.01.2018 10:00 - 06.01.2018 10:15,7673,7314
06.01.2018 10:15 - 06.01.2018 10:30,7721,7314
06.01.2018 10:30 - 06.01.2018 10:45,7760,7326
06.01.2018 10:45 - 06.01.2018 11:00,7797,7356
06.01.2018 11:00 - 06.01.2018 11:15,7822,7400
06.01.2018 11:15 - 06.01.2018 11:30,7880,7460
06.01.2018 11:30 - 06.01.2018 11:45,7868,7446
06.01.2018 11:45 - 06.01.2018 12:00,7802,7367
06.01.2018 12:00 - 06.01.2018 12:15,7808,7338
06.01.2018 12:15 - 06.01.2018 12:30,7707,7226
06.01.2018 12:30 - 06.01.2018 12:45,7632,7163
06.01.2018 12:45 - 06.01.2018 13:00,7567,7104
06.01.2018 13:00 - 06.01.2018 13:15,7553,7077
06.01.2018 13:15 - 06.01.2018 13:30,7518,7050
06.01.2018 13:30 - 06.01.2018 13:45,7479,6978
06.01.2018 13:45 - 06.01.2018 14:00,7440,6885
06.01.2018 14:00 - 06.01.2018 14:15,7423,6864
06.01.2018 14:15 - 06.01.2018 14:30,7402,6792
06.01.2018 14:30 - 06.01.2018 14:45,7383,6888
06.01.2018 14:45 - 06.01.2018 15:00,7366,6889
06.01.2018 15:00 - 06.01.2018 15:15,7386,6944
06.01.2018 15:15 - 06.01.2018 15:30,7399,6940
06.01.2018 15:30 - 06.01.2018 15:45,7433,6970
06.01.2018 15:45 - 06.01.2018 16:00,7492,7044
06.01.2018 16:00 - 06.01.2018 16:15,7614,7088
06.01.2018 16:15 - 06.01.2018 16:30,7747,7149
06.01.2018 16:30 - 06.01.2018 16:45,7917,7322
06.01.2018 16:45 - 06.01.2018 17:00,8040,7462
06.01.2018 17:00 - 06.01.2018 17:15,8132,7657
06.01.2018 17:15 - 06.01.2018 17:30,8190,7712
06.01.2018 17:30 - 06.01.2018 17:45,8202,7728
06.01.2018 17:45 - 06.01.2018 18:00,8221,7746
06.01.2018 18:00 - 06.01.2018 18:15,8235,7808
06.01.2018 18:15 - 06.01.2018 18:30,8196,7804
06.01.2018 18:30 - 06.01.2018 18:45,8172,7731
06.01.2018 18:45 - 06.01.2018 19:00,8130,7700
06.01.2018 19:00 - 06.01.2018 19:15,8002,7470
06.01.2018 19:15 - 06.01.2018 19:30,7936,7414
06.01.2018 19:30 - 06.01.2018 19:45,7872,7296
06.01.2018 19:45 - 06.01.2018 20:00,7795,7252
06.01.2018 20:00 - 06.01.2018 20:15,7706,7191
06.01.2018 20:15 - 06.01.2018 20:30,7601,7104
06.01.2018 20:30 - 06.01.2018 20:45,7532,7018
06.01.2018 20:45 - 06.01.2018 21:00,7438,6912
06.01.2018 21:00 - 06.01.2018 21:15,7366,6800
06.01.2018 21:15 - 06.01.2018 21:30,7272,6680
06.01.2018 21:30 - 06.01.2018 21:45,7188,6577
06.01.2018 21:45 - 06.01.2018 22:00,7167,6560
06.01.2018 22:00 - 06.01.2018 22:15,7474,6780
06.01.2018 22:15 - 06.01.2018 22:30,7449,6710
06.01.2018 22:30 - 06.01.2018 22:45,7316,6632
06.01.2018 22:45 - 06.01.2018 23:00,7209,6542
06.01.2018 23:00 - 06.01.2018 23:15,7130,6449
06.01.2018 23:15 - 06.01.2018 23:30,6985,6373
06.01.2018 23:30 - 06.01.2018 23:45,6847,6240
06.01.2018 23:45 - 07.01.2018 00:00,6779,6149
07.01.2018 00:00 - 07.01.2018 00:15,6848,6149
07.01.2018 00:15 - 07.01.2018 00:30,6721,6006
07.01.2018 00:30 - 07.01.2018 00:45,6613,5882
07.01.2018 00:45 - 07.01.2018 01:00,6518,5795
07.01.2018 01:00 - 07.01.2018 01:15,6497,5847
07.01.2018 01:15 - 07.01.2018 01:30,6399,5732
07.01.2018 01:30 - 07.01.2018 01:45,6321,5628
07.01.2018 01:45 - 07.01.2018 02:00,6252,5593
07.01.2018 02:00 - 07.01.2018 02:15,6328,5627
07.01.2018 02:15 - 07.01.2018 02:30,6261,5579
07.01.2018 02:30 - 07.01.2018 02:45,6187,5521
07.01.2018 02:45 - 07.01.2018 03:00,6142,5458
07.01.2018 03:00 - 07.01.2018 03:15,6120,5432
07.01.2018 03:15 - 07.01.2018 03:30,6069,5385
07.01.2018 03:30 - 07.01.2018 03:45,6030,5378
07.01.2018 03:45 - 07.01.2018 04:00,6009,5356
07.01.2018 04:00 - 07.01.2018 04:15,6027,5387
07.01.2018 04:15 - 07.01.2018 04:30,6034,5361
07.01.2018 04:30 - 07.01.2018 04:45,6054,5401
07.01.2018 04:45 - 07.01.2018 05:00,6077,5424
07.01.2018 05:00 - 07.01.2018 05:15,6140,5561
07.01.2018 05:15 - 07.01.2018 05:30,6188,5601
07.01.2018 05:30 - 07.01.2018 05:45,6212,5632
07.01.2018 05:45 - 07.01.2018 06:00,6240,5662
07.01.2018 06:00 - 07.01.2018 06:15,6195,5643
07.01.2018 06:15 - 07.01.2018 06:30,6274,5728
07.01.2018 06:30 - 07.01.2018 06:45,6393,5843
07.01.2018 06:45 - 07.01.2018 07:00,6495,5946
07.01.2018 07:00 - 07.01.2018 07:15,6678,6184
07.01.2018 07:15 - 07.01.2018 07:30,6767,6290
07.01.2018 07:30 - 07.01.2018 07:45,6842,6366
07.01.2018 07:45 - 07.01.2018 08:00,6926,6430
07.01.2018 08:00 - 07.01.2018 08:15,7012,6514
07.01.2018 08:15 - 07.01.2018 08:30,7100,6570
07.01.2018 08:30 - 07.01.2018 08:45,7206,6721
07.01.2018 08:45 - 07.01.2018 09:00,7295,6838
07.01.2018 09:00 - 07.01.2018 09:15,7401,6974
07.01.2018 09:15 - 07.01.2018 09:30,7473,7079
07.01.2018 09:30 - 07.01.2018 09:45,7546,7195
07.01.2018 09:45 - 07.01.2018 10:00,7600,7282
07.01.2018 10:00 - 07.01.2018 10:15,7673,7360
07.01.2018 10:15 - 07.01.2018 10:30,7721,7410
07.01.2018 10:30 - 07.01.2018 10:45,7760,7449
07.01.2018 10:45 - 07.01.2018 11:00,7797,7509
07.01.2018 11:00 - 07.01.2018 11:15,7822,7554
07.01.2018 11:15 - 07.01.2018 11:30,7880,7642
07.01.2018 11:30 - 07.01.2018 11:45,7868,7664
07.01.2018 11:45 - 07.01.2018 12:00,7802,7609
07.01.2018 12:00 - 07.01.2018 12:15,7808,7599
07.01.2018 12:15 - 07.01.2018 12:30,7707,7524
07.01.2018 12:30 - 07.01.2018 12:45,7632,7415
07.01.2018 12:45 - 07.01.2018 13:00,7567,7358
07.01.2018 13:00 - 07.01.2018 13:15,7553,7310
07.01.2018 13:15 - 07.01.2018 13:30,7518,7262
07.01.2018 13:30 - 07.01.2018 13:45,7479,7213
07.01.2018 13:45 - 07.01.2018 14:00,7440,7138
07.01.2018 14:00 - 07.01.2018 14:15,7423,7086
07.01.2018 14:15 - 07.01.2018 14:30,7402,6991
07.01.2018 14:30 - 07.01.2018 14:45,7383,7055
07.01.2018 14:45 - 07.01.2018 15:00,7366,7045
07.01.2018 15:00 - 07.01.2018 15:15,7386,7093
07.01.2018 15:15 - 07.01.2018 15:30,7399,7056
07.01.2018 15:30 - 07.01.2018 15:45,7433,7026
07.01.2018 15:45 - 07.01.2018 16:00,7492,7048
07.01.2018 16:00 - 07.01.2018 16:15,7614,7117
07.01.2018 16:15 - 07.01.2018 16:30,7747,7234
07.01.2018 16:30 - 07.01.2018 16:45,7917,7412
07.01.2018 16:45 - 07.01.2018 17:00,8040,7549
07.01.2018 17:00 - 07.01.2018 17:15,8132,7620
07.01.2018 17:15 - 07.01.2018 17:30,8190,7697
07.01.2018 17:30 - 07.01.2018 17:45,8202,7750
07.01.2018 17:45 - 07.01.2018 18:00,8221,7778
07.01.2018 18:00 - 07.01.2018 18:15,8235,7782
07.01.2018 18:15 - 07.01.2018 18:30,8196,7777
07.01.2018 18:30 - 07.01.2018 18:45,8172,7770
07.01.2018 18:45 - 07.01.2018 19:00,8130,7722
07.01.2018 19:00 - 07.01.2018 19:15,8002,7534
07.01.2018 19:15 - 07.01.2018 19:30,7936,7469
07.01.2018 19:30 - 07.01.2018 19:45,7872,7379
07.01.2018 19:45 - 07.01.2018 20:00,7795,7286
07.01.2018 20:00 - 07.01.2018 20:15,7706,7225
07.01.2018 20:15 - 07.01.2018 20:30,7601,7125
07.01.2018 20:30 - 07.01.2018 20:45,7532,7032
07.01.2018 20:45 - 07.01.2018 21:00,7438,6959
07.01.2018 21:00 - 07.01.2018 21:15,7366,6846
07.01.2018 21:15 - 07.01.2018 21:30,7272,6708
07.01.2018 21:30 - 07.01.2018 21:45,7188,6629
07.01.2018 21:45 - 07.01.2018 22:00,7167,6606
07.01.2018 22:00 - 07.01.2018 22:15,7474,6880
07.01.2018 22:15 - 07.01.2018 22:30,7449,6874
07.01.2018 22:30 - 07.01.2018 22:45,7316,6751
07.01.2018 22:45 - 07.01.2018 23:00,7209,6617
07.01.2018 23:00 - 07.01.2018 23:15,7130,6564
07.01.2018 23:15 - 07.01.2018 23:30,6985,6459
07.01.2018 23:30 - 07.01.2018 23:45,6847,6309
07.01.2018 23:45 - 08.01.2018 00:00,6779,6250
08.01.2018 00:00 - 08.01.2018 00:15,7164,6308
08.01.2018 00:15 - 08.01.2018 00:30,7048,6138
08.01.2018 00:30 - 08.01.2018 00:45,6950,6064
08.01.2018 00:45 - 08.01.2018 01:00,6846,5961
08.01.2018 01:00 - 08.01.2018 01:15,6848,5982
08.01.2018 01:15 - 08.01.2018 01:30,6769,5948
08.01.2018 01:30 - 08.01.2018 01:45,6709,5881
08.01.2018 01:45 - 08.01.2018 02:00,6646,5849
08.01.2018 02:00 - 08.01.2018 02:15,6702,5927
08.01.2018 02:15 - 08.01.2018 02:30,6634,5860
08.01.2018 02:30 - 08.01.2018 02:45,6576,5820
08.01.2018 02:45 - 08.01.2018 03:00,6518,5765
08.01.2018 03:00 - 08.01.2018 03:15,6492,5727
08.01.2018 03:15 - 08.01.2018 03:30,6467,5734
08.01.2018 03:30 - 08.01.2018 03:45,6454,5706
08.01.2018 03:45 - 08.01.2018 04:00,6461,5735
08.01.2018 04:00 - 08.01.2018 04:15,6530,5836
08.01.2018 04:15 - 08.01.2018 04:30,6585,5873
08.01.2018 04:30 - 08.01.2018 04:45,6671,5953
08.01.2018 04:45 - 08.01.2018 05:00,6792,6130
08.01.2018 05:00 - 08.01.2018 05:15,7013,6463
08.01.2018 05:15 - 08.01.2018 05:30,7238,6617
08.01.2018 05:30 - 08.01.2018 05:45,7461,6794
08.01.2018 05:45 - 08.01.2018 06:00,7709,7086
08.01.2018 06:00 - 08.01.2018 06:15,8039,7422
08.01.2018 06:15 - 08.01.2018 06:30,8385,7851
08.01.2018 06:30 - 08.01.2018 06:45,8709,8135
08.01.2018 06:45 - 08.01.2018 07:00,8964,8364
08.01.2018 07:00 - 08.01.2018 07:15,9288,8750
08.01.2018 07:15 - 08.01.2018 07:30,9442,9004
08.01.2018 07:30 - 08.01.2018 07:45,9540,9172
08.01.2018 07:45 - 08.01.2018 08:00,9609,9278
08.01.2018 08:00 - 08.01.2018 08:15,9686,9332
08.01.2018 08:15 - 08.01.2018 08:30,9705,9389
08.01.2018 08:30 - 08.01.2018 08:45,9729,9458
08.01.2018 08:45 - 08.01.2018 09:00,9736,9487
08.01.2018 09:00 - 08.01.2018 09:15,9681,9446
08.01.2018 09:15 - 08.01.2018 09:30,9686,9481
08.01.2018 09:30 - 08.01.2018 09:45,9704,9520
08.01.2018 09:45 - 08.01.2018 10:00,9680,9522
08.01.2018 10:00 - 08.01.2018 10:15,9674,9466
08.01.2018 10:15 - 08.01.2018 10:30,9678,9508
08.01.2018 10:30 - 08.01.2018 10:45,9678,9526
08.01.2018 10:45 - 08.01.2018 11:00,9686,9598
08.01.2018 11:00 - 08.01.2018 11:15,9666,9560
08.01.2018 11:15 - 08.01.2018 11:30,9664,9595
08.01.2018 11:30 - 08.01.2018 11:45,9633,9582
08.01.2018 11:45 - 08.01.2018 12:00,9586,9554
08.01.2018 12:00 - 08.01.2018 12:15,9547,9510
08.01.2018 12:15 - 08.01.2018 12:30,9454,9401
08.01.2018 12:30 - 08.01.2018 12:45,9416,9311
08.01.2018 12:45 - 08.01.2018 13:00,9399,9332
08.01.2018 13:00 - 08.01.2018 13:15,9448,9362
08.01.2018 13:15 - 08.01.2018 13:30,9451,9352
08.01.2018 13:30 - 08.01.2018 13:45,9421,9306
08.01.2018 13:45 - 08.01.2018 14:00,9381,9290
08.01.2018 14:00 - 08.01.2018 14:15,9402,9301
08.01.2018 14:15 - 08.01.2018 14:30,9407,9278
08.01.2018 14:30 - 08.01.2018 14:45,9405,9271
08.01.2018 14:45 - 08.01.2018 15:00,9411,9230
08.01.2018 15:00 - 08.01.2018 15:15,9437,9285
08.01.2018 15:15 - 08.01.2018 15:30,9460,9257
08.01.2018 15:30 - 08.01.2018 15:45,9494,9234
08.01.2018 15:45 - 08.01.2018 16:00,9542,9266
08.01.2018 16:00 - 08.01.2018 16:15,9622,9340
08.01.2018 16:15 - 08.01.2018 16:30,9742,9384
08.01.2018 16:30 - 08.01.2018 16:45,9867,9484
08.01.2018 16:45 - 08.01.2018 17:00,9956,9542
08.01.2018 17:00 - 08.01.2018 17:15,9994,9616
08.01.2018 17:15 - 08.01.2018 17:30,10022,9660
08.01.2018 17:30 - 08.01.2018 17:45,10026,9615
08.01.2018 17:45 - 08.01.2018 18:00,10000,9640
08.01.2018 18:00 - 08.01.2018 18:15,9918,9560
08.01.2018 18:15 - 08.01.2018 18:30,9838,9509
08.01.2018 18:30 - 08.01.2018 18:45,9777,9504
08.01.2018 18:45 - 08.01.2018 19:00,9700,9385
08.01.2018 19:00 - 08.01.2018 19:15,9513,9104
08.01.2018 19:15 - 08.01.2018 19:30,9366,9000
08.01.2018 19:30 - 08.01.2018 19:45,9242,8761
08.01.2018 19:45 - 08.01.2018 20:00,9116,8639
08.01.2018 20:00 - 08.01.2018 20:15,8963,8554
08.01.2018 20:15 - 08.01.2018 20:30,8802,8331
08.01.2018 20:30 - 08.01.2018 20:45,8673,8281
08.01.2018 20:45 - 08.01.2018 21:00,8526,8124
08.01.2018 21:00 - 08.01.2018 21:15,8382,7969
08.01.2018 21:15 - 08.01.2018 21:30,8220,7842
08.01.2018 21:30 - 08.01.2018 21:45,8083,7735
08.01.2018 21:45 - 08.01.2018 22:00,7973,7574
08.01.2018 22:00 - 08.01.2018 22:15,8143,7753
08.01.2018 22:15 - 08.01.2018 22:30,8083,7684
08.01.2018 22:30 - 08.01.2018 22:45,7918,7523
08.01.2018 22:45 - 08.01.2018 23:00,7782,7351
08.01.2018 23:00 - 08.01.2018 23:15,7703,7287
08.01.2018 23:15 - 08.01.2018 23:30,7525,7152
08.01.2018 23:30 - 08.01.2018 23:45,7387,7048
08.01.2018 23:45 - 09.01.2018 00:00,7265,6962
09.01.2018 00:00 - 09.01.2018 00:15,7164,6916
09.01.2018 00:15 - 09.01.2018 00:30,7048,6818
09.01.2018 00:30 - 09.01.2018 00:45,6950,6714
09.01.2018 00:45 - 09.01.2018 01:00,6846,6685
09.01.2018 01:00 - 09.01.2018 01:15,6848,6641
09.01.2018 01:15 - 09.01.2018 01:30,6769,6552
09.01.2018 01:30 - 09.01.2018 01:45,6709,6492
09.01.2018 01:45 - 09.01.2018 02:00,6646,6435
09.01.2018 02:00 - 09.01.2018 02:15,6702,6482
09.01.2018 02:15 - 09.01.2018 02:30,6634,6424
09.01.2018 02:30 - 09.01.2018 02:45,6576,6400
09.01.2018 02:45 - 09.01.2018 03:00,6518,6344
09.01.2018 03:00 - 09.01.2018 03:15,6492,6306
09.01.2018 03:15 - 09.01.2018 03:30,6467,6266
09.01.2018 03:30 - 09.01.2018 03:45,6454,6270
09.01.2018 03:45 - 09.01.2018 04:00,6461,6253
09.01.2018 04:00 - 09.01.2018 04:15,6530,6310
09.01.2018 04:15 - 09.01.2018 04:30,6585,6314
09.01.2018 04:30 - 09.01.2018 04:45,6671,6405
09.01.2018 04:45 - 09.01.2018 05:00,6792,6514
09.01.2018 05:00 - 09.01.2018 05:15,7013,6753
09.01.2018 05:15 - 09.01.2018 05:30,7238,6885
09.01.2018 05:30 - 09.01.2018 05:45,7461,7057
09.01.2018 05:45 - 09.01.2018 06:00,7709,7229
09.01.2018 06:00 - 09.01.2018 06:15,8039,7591
09.01.2018 06:15 - 09.01.2018 06:30,8385,7868
09.01.2018 06:30 - 09.01.2018 06:45,8709,8185
09.01.2018 06:45 - 09.01.2018 07:00,8964,8425
09.01.2018 07:00 - 09.01.2018 07:15,9288,8861
09.01.2018 07:15 - 09.01.2018 07:30,9442,9091
09.01.2018 07:30 - 09.01.2018 07:45,9540,9214
09.01.2018 07:45 - 09.01.2018 08:00,9609,9280
09.01.2018 08:00 - 09.01.2018 08:15,9686,9387
09.01.2018 08:15 - 09.01.2018 08:30,9705,9448
09.01.2018 08:30 - 09.01.2018 08:45,9729,9460
09.01.2018 08:45 - 09.01.2018 09:00,9736,9473
09.01.2018 09:00 - 09.01.2018 09:15,9681,9432
09.01.2018 09:15 - 09.01.2018 09:30,9686,9457
09.01.2018 09:30 - 09.01.2018 09:45,9704,9461
09.01.2018 09:45 - 09.01.2018 10:00,9680,9458
09.01.2018 10:00 - 09.01.2018 10:15,9674,9466
09.01.2018 10:15 - 09.01.2018 10:30,9678,9456
09.01.2018 10:30 - 09.01.2018 10:45,9678,9490
09.01.2018 10:45 - 09.01.2018 11:00,9686,9499
09.01.2018 11:00 - 09.01.2018 11:15,9666,9561
09.01.2018 11:15 - 09.01.2018 11:30,9664,9590
09.01.2018 11:30 - 09.01.2018 11:45,9633,9569
09.01.2018 11:45 - 09.01.2018 12:00,9586,9508
09.01.2018 12:00 - 09.01.2018 12:15,9547,9455
09.01.2018 12:15 - 09.01.2018 12:30,9454,9350
09.01.2018 12:30 - 09.01.2018 12:45,9416,9283
09.01.2018 12:45 - 09.01.2018 13:00,9399,9276
09.01.2018 13:00 - 09.01.2018 13:15,9448,9288
09.01.2018 13:15 - 09.01.2018 13:30,9451,9295
09.01.2018 13:30 - 09.01.2018 13:45,9421,9212
09.01.2018 13:45 - 09.01.2018 14:00,9381,9207
09.01.2018 14:00 - 09.01.2018 14:15,9402,9158
09.01.2018 14:15 - 09.01.2018 14:30,9407,9187
09.01.2018 14:30 - 09.01.2018 14:45,9405,9216
09.01.2018 14:45 - 09.01.2018 15:00,9411,9176
09.01.2018 15:00 - 09.01.2018 15:15,9437,9251
09.01.2018 15:15 - 09.01.2018 15:30,9460,9242
09.01.2018 15:30 - 09.01.2018 15:45,9494,9220
09.01.2018 15:45 - 09.01.2018 16:00,9542,9238
09.01.2018 16:00 - 09.01.2018 16:15,9622,9238
09.01.2018 16:15 - 09.01.2018 16:30,9742,9317
09.01.2018 16:30 - 09.01.2018 16:45,9867,9416
09.01.2018 16:45 - 09.01.2018 17:00,9956,9508
09.01.2018 17:00 - 09.01.2018 17:15,9994,9587
09.01.2018 17:15 - 09.01.2018 17:30,10022,9652
09.01.2018 17:30 - 09.01.2018 17:45,10026,9675
09.01.2018 17:45 - 09.01.2018 18:00,10000,9640
09.01.2018 18:00 - 09.01.2018 18:15,9918,9557
09.01.2018 18:15 - 09.01.2018 18:30,9838,9494
09.01.2018 18:30 - 09.01.2018 18:45,9777,9446
09.01.2018 18:45 - 09.01.2018 19:00,9700,9366
09.01.2018 19:00 - 09.01.2018 19:15,9513,9095
09.01.2018 19:15 - 09.01.2018 19:30,9366,8969
09.01.2018 19:30 - 09.01.2018 19:45,9242,8837
09.01.2018 19:45 - 09.01.2018 20:00,9116,8699
09.01.2018 20:00 - 09.01.2018 20:15,8963,8543
09.01.2018 20:15 - 09.01.2018 20:30,8802,8429
09.01.2018 20:30 - 09.01.2018 20:45,8673,8290
09.01.2018 20:45 - 09.01.2018 21:00,8526,8116
09.01.2018 21:00 - 09.01.2018 21:15,8382,7919
09.01.2018 21:15 - 09.01.2018 21:30,8220,7765
09.01.2018 21:30 - 09.01.2018 21:45,8083,7635
09.01.2018 21:45 - 09.01.2018 22:00,7973,7554
09.01.2018 22:00 - 09.01.2018 22:15,8143,7614
09.01.2018 22:15 - 09.01.2018 22:30,8083,7561
09.01.2018 22:30 - 09.01.2018 22:45,7918,7429
09.01.2018 22:45 - 09.01.2018 23:00,7782,7315
09.01.2018 23:00 - 09.01.2018 23:15,7703,7188
09.01.2018 23:15 - 09.01.2018 23:30,7525,6953
09.01.2018 23:30 - 09.01.2018 23:45,7387,6846
09.01.2018 23:45 - 10.01.2018 00:00,7265,6709
10.01.2018 00:00 - 10.01.2018 00:15,6669,6686
10.01.2018 00:15 - 10.01.2018 00:30,6597,6554
10.01.2018 00:30 - 10.01.2018 00:45,6561,6502
10.01.2018 00:45 - 10.01.2018 01:00,6506,6418
10.01.2018 01:00 - 10.01.2018 01:15,6368,6426
10.01.2018 01:15 - 10.01.2018 01:30,6308,6353
10.01.2018 01:30 - 10.01.2018 01:45,6281,6302
10.01.2018 01:45 - 10.01.2018 02:00,6238,6262
10.01.2018 02:00 - 10.01.2018 02:15,6221,6354
10.01.2018 02:15 - 10.01.2018 02:30,6186,6282
10.01.2018 02:30 - 10.01.2018 02:45,6157,6191
10.01.2018 02:45 - 10.01.2018 03:00,6132,6162
10.01.2018 03:00 - 10.01.2018 03:15,6054,6158
10.01.2018 03:15 - 10.01.2018 03:30,6037,6107
10.01.2018 03:30 - 10.01.2018 03:45,6035,6138
10.01.2018 03:45 - 10.01.2018 04:00,6048,6155
10.01.2018 04:00 - 10.01.2018 04:15,6145,6202
10.01.2018 04:15 - 10.01.2018 04:30,6173,6239
10.01.2018 04:30 - 10.01.2018 04:45,6213,6324
10.01.2018 04:45 - 10.01.2018 05:00,6280,6432
10.01.2018 05:00 - 10.01.2018 05:15,6681,6729
10.01.2018 05:15 - 10.01.2018 05:30,6798,6906
10.01.2018 05:30 - 10.01.2018 05:45,6921,7044
10.01.2018 05:45 - 10.01.2018 06:00,7056,7321
10.01.2018 06:00 - 10.01.2018 06:15,7640,7719
10.01.2018 06:15 - 10.01.2018 06:30,7846,8059
10.01.2018 06:30 - 10.01.2018 06:45,7989,8290
10.01.2018 06:45 - 10.01.2018 07:00,8131,8570
10.01.2018 07:00 - 10.01.2018 07:15,8593,8918
10.01.2018 07:15 - 10.01.2018 07:30,8720,9109
10.01.2018 07:30 - 10.01.2018 07:45,8795,9272
10.01.2018 07:45 - 10.01.2018 08:00,8859,9438
10.01.2018 08:00 - 10.01.2018 08:15,9055,9496
10.01.2018 08:15 - 10.01.2018 08:30,9099,9577
10.01.2018 08:30 - 10.01.2018 08:45,9140,9613
10.01.2018 08:45 - 10.01.2018 09:00,9164,9623
10.01.2018 09:00 - 10.01.2018 09:15,9238,9640
10.01.2018 09:15 - 10.01.2018 09:30,9262,9696
10.01.2018 09:30 - 10.01.2018 09:45,9289,9690
10.01.2018 09:45 - 10.01.2018 10:00,9295,9724
10.01.2018 10:00 - 10.01.2018 10:15,9324,9754
10.01.2018 10:15 - 10.01.2018 10:30,9329,9766
10.01.2018 10:30 - 10.01.2018 10:45,9350,9739
10.01.2018 10:45 - 10.01.2018 11:00,9355,9748
10.01.2018 11:00 - 10.01.2018 11:15,9342,9697
10.01.2018 11:15 - 10.01.2018 11:30,9335,9694
10.01.2018 11:30 - 10.01.2018 11:45,9332,9657
10.01.2018 11:45 - 10.01.2018 12:00,9313,9644
10.01.2018 12:00 - 10.01.2018 12:15,9163,9588
10.01.2018 12:15 - 10.01.2018 12:30,9096,9443
10.01.2018 12:30 - 10.01.2018 12:45,9075,9421
10.01.2018 12:45 - 10.01.2018 13:00,9050,9394
10.01.2018 13:00 - 10.01.2018 13:15,9097,9404
10.01.2018 13:15 - 10.01.2018 13:30,9062,9387
10.01.2018 13:30 - 10.01.2018 13:45,9047,9326
10.01.2018 13:45 - 10.01.2018 14:00,9005,9246
10.01.2018 14:00 - 10.01.2018 14:15,8979,9293
